Day; Zone
17;293
17;245
17;346
17;623
17;199
17;303
17;175
17;408
17;349
17;42
17;219
17;339
17;398
17;457
17;24
17;29
17;278
17;648
17;617
17;70
17;403
17;156
17;602
17;178
17;24
17;278
17;24
17;401
17;384
17;405
17;191
17;178
17;278
17;438
17;198
17;600
17;412
17;222
17;142
17;447
17;317
17;61
17;313
17;222
17;430
17;286
17;286
17;227
17;324
17;429
17;428
17;288
17;334
17;399
17;425
17;279
17;134
17;334
17;158
17;466
17;39
17;115
17;416
17;106
17;384
17;105
17;431
17;339
17;114
17;175
17;336
17;624
17;632
17;51
17;191
17;108
17;425
17;624
17;373
17;231
17;469
17;611
17;606
17;384
17;322
17;51
17;615
17;627
17;425
17;627
17;41
17;42
17;116
17;94
17;173
17;341
17;219
17;279
17;95
17;206
17;417
17;349
17;606
17;218
17;173
17;260
17;606
17;276
17;442
17;108
17;71
17;425
17;175
17;362
17;91
17;189
17;138
17;216
17;191
17;178
17;202
17;175
17;225
17;35
17;213
17;182
17;189
17;636
17;311
17;324
17;166
17;324
17;51
17;65
17;35
17;23
17;635
17;614
17;26
17;369
17;349
17;337
17;86
17;29
17;293
17;312
17;70
17;155
17;363
17;431
17;208
17;94
17;158
17;120
17;632
17;344
17;438
17;214
17;276
17;156
17;119
17;416
17;617
17;53
17;417
17;435
17;382
17;82
17;457
17;457
17;452
17;417
17;345
17;231
17;321
17;46
17;42
17;313
17;438
17;267
17;149
17;309
17;401
17;146
17;401
17;191
17;221
17;214
17;169
17;36
17;35
17;124
17;169
17;648
17;51
17;339
17;219
17;65
17;271
17;174
17;191
17;91
17;38
17;51
17;247
17;2
17;110
17;385
17;274
17;628
17;140
17;219
17;18
17;83
17;124
17;362
17;216
17;20
17;458
17;67
17;330
17;368
17;91
17;183
17;602
17;50
17;209
17;442
17;614
17;63
17;20
17;67
17;339
17;334
17;330
17;175
17;221
17;158
17;628
17;247
17;173
17;267
17;182
17;46
17;191
18;104
18;175
18;347
18;290
18;229
18;438
18;169
18;339
18;79
18;428
18;151
18;172
18;345
18;325
18;108
18;438
18;648
18;428
18;10
18;11
18;110
18;94
18;384
18;62
18;280
18;91
18;170
18;448
18;75
18;286
18;369
18;317
18;339
18;224
18;300
18;312
18;324
18;110
18;458
18;330
18;360
18;120
18;621
18;222
18;457
18;71
18;96
18;150
18;412
18;431
18;301
18;61
18;434
18;274
18;431
18;222
18;214
18;329
18;443
18;219
18;176
18;106
18;24
18;61
18;431
18;141
18;278
18;21
18;199
18;615
18;444
18;254
18;73
18;628
18;167
18;334
18;219
18;246
18;52
18;614
18;154
18;298
18;158
18;389
18;162
18;336
18;334
18;108
18;636
18;92
18;433
18;620
18;158
18;178
18;209
18;150
18;330
18;425
18;22
18;275
18;357
18;431
18;385
18;115
18;311
18;382
18;468
18;219
18;425
18;219
18;27
18;296
18;176
18;397
18;334
18;105
18;603
18;600
18;325
18;19
18;621
18;70
18;24
18;605
18;202
18;29
18;79
18;92
18;139
18;222
18;305
18;367
18;178
18;124
18;188
18;633
18;231
18;33
18;614
18;330
18;435
18;32
18;255
18;151
18;313
18;167
18;278
18;443
18;622
18;190
18;121
18;615
18;101
18;267
18;223
18;631
18;457
18;324
18;222
18;51
18;322
18;27
18;113
18;329
18;440
18;202
18;15
18;77
18;198
18;113
18;313
18;420
18;207
18;108
18;145
18;281
18;227
18;130
18;142
18;51
18;610
18;29
18;231
18;603
18;632
18;322
18;339
18;254
18;285
18;268
18;219
18;146
18;54
18;58
18;254
18;602
18;237
18;468
18;6
18;288
18;155
18;339
18;283
18;18
18;360
18;339
18;437
18;73
18;466
18;5
18;59
18;178
18;11
18;339
18;402
18;47
18;67
18;158
18;245
18;83
18;330
18;308
18;281
18;29
18;164
18;616
18;91
18;391
18;29
18;113
18;170
18;451
18;325
18;384
18;206
18;444
18;51
18;122
18;189
18;427
18;82
18;280
18;330
18;131
18;227
18;178
18;219
18;452
18;334
18;26
18;636
18;296
18;396
18;636
18;142
18;283
18;87
18;433
18;110
18;84
18;29
18;621
18;401
18;51
18;24
18;178
18;356
18;29
18;123
18;357
18;254
18;29
18;61
18;400
18;384
18;334
18;222
18;330
18;122
18;165
18;284
18;44
18;465
18;112
18;339
18;362
18;334
18;23
18;602
18;189
18;189
18;420
18;333
18;16
18;298
18;449
18;36
18;167
18;353
18;46
18;149
18;431
18;445
18;382
18;606
18;440
18;267
18;362
18;19
18;396
18;75
18;6
18;325
18;346
18;155
18;22
18;633
18;368
18;267
18;231
18;635
18;92
18;52
18;373
18;106
18;185
18;27
18;184
18;283
18;320
18;339
18;132
18;292
18;183
18;622
18;337
18;352
18;622
18;339
18;621
18;158
18;282
18;54
18;178
18;3
18;300
18;292
18;123
18;71
18;442
18;119
18;384
18;256
18;74
18;603
18;178
18;181
18;6
18;27
18;35
18;356
18;101
18;330
18;231
18;114
18;267
18;42
18;334
18;438
18;621
18;45
18;113
18;440
18;351
18;458
18;60
18;357
18;80
18;622
18;280
18;29
18;54
18;158
18;34
18;20
18;223
18;293
18;135
18;389
18;317
18;104
18;197
18;51
19;417
19;214
19;101
19;19
19;29
19;23
19;108
19;146
19;114
19;367
19;92
19;124
19;206
19;23
19;293
19;108
19;391
19;142
19;448
19;602
19;70
19;617
19;330
19;621
19;312
19;130
19;330
19;275
19;51
19;111
19;16
19;622
19;609
19;29
19;371
19;23
19;380
19;438
19;38
19;617
19;160
19;126
19;17
19;231
19;621
19;94
19;48
19;101
19;75
19;4
19;438
19;375
19;21
19;184
19;339
19;92
19;16
19;175
19;46
19;339
19;16
19;273
19;131
19;339
19;87
19;1
19;424
19;158
19;29
19;174
19;191
19;91
19;63
19;636
19;210
19;226
19;322
19;441
19;76
19;390
19;458
19;428
19;247
19;636
19;102
19;42
19;136
19;114
19;223
19;286
19;171
19;605
19;68
19;35
19;451
19;114
19;296
19;150
19;354
19;617
19;27
19;334
19;156
19;41
19;300
19;189
19;328
19;325
19;135
19;636
19;136
19;605
19;159
19;220
19;121
19;158
19;7
19;456
19;181
19;231
19;67
19;53
19;395
19;59
19;330
19;80
19;146
19;16
19;341
19;207
19;170
19;186
19;81
19;309
19;41
19;173
19;92
19;297
19;48
19;60
19;362
19;23
19;29
19;231
19;603
19;46
19;66
19;401
19;58
19;334
19;113
19;37
19;603
19;60
19;215
19;357
19;189
19;311
19;100
19;429
19;385
19;432
19;167
19;103
19;150
19;252
19;254
19;158
19;621
19;605
19;330
19;402
19;360
19;424
19;311
19;167
19;158
19;69
19;361
19;424
19;1
19;603
19;425
19;28
19;61
19;361
19;132
19;339
19;414
19;334
19;431
19;119
19;247
19;459
19;376
19;391
19;178
19;414
19;130
19;30
19;372
19;30
19;206
19;92
19;88
19;47
19;94
19;32
19;146
19;3
19;151
19;20
19;247
19;45
19;628
19;252
19;137
19;635
19;191
19;103
19;194
19;357
19;67
19;414
19;24
19;124
19;22
19;175
19;482
19;387
19;42
19;167
19;603
19;267
19;438
19;437
19;24
19;166
19;451
19;345
19;324
19;130
19;55
19;11
19;256
19;180
19;451
19;602
19;162
19;142
19;90
19;339
19;171
19;339
19;442
19;27
19;50
19;426
19;110
19;183
19;312
19;362
19;396
19;145
19;339
19;440
19;424
19;176
19;247
19;71
19;151
19;78
19;447
19;171
19;635
19;603
19;354
19;345
19;104
19;183
19;15
19;626
19;171
19;219
19;283
19;206
19;297
19;150
19;283
19;30
19;431
19;372
19;27
19;92
19;603
19;103
19;276
19;205
19;231
19;625
19;67
19;450
19;297
19;391
19;96
19;136
19;367
19;603
19;334
19;23
19;221
19;389
19;114
19;111
19;283
19;182
19;55
19;27
19;171
19;407
19;402
19;82
19;171
19;288
19;334
19;347
19;280
19;77
19;52
19;40
19;189
19;355
19;235
19;199
19;360
19;339
19;424
19;627
19;651
19;362
19;104
19;20
19;280
19;280
19;256
19;607
19;614
19;606
19;349
19;176
19;35
19;292
19;23
19;217
19;45
19;438
19;137
19;275
19;23
19;362
19;391
19;81
19;198
19;339
19;369
19;291
19;54
19;41
19;183
19;67
19;197
19;58
19;257
19;624
19;22
19;333
19;339
19;367
19;321
19;129
19;109
19;405
19;312
19;123
19;178
19;165
19;409
19;339
19;256
19;49
19;303
19;312
19;482
19;171
19;175
19;114
19;177
19;206
19;155
19;344
19;35
19;29
19;333
19;471
19;19
19;362
19;71
19;293
19;45
19;75
19;36
19;459
19;636
19;41
19;276
19;17
19;446
19;256
19;215
19;219
19;195
19;325
19;78
19;415
19;456
19;215
19;267
19;208
19;33
19;438
19;311
19;422
19;227
19;414
19;330
19;99
19;170
19;167
19;396
19;219
19;36
19;414
19;51
19;431
19;450
19;92
19;373
19;431
19;389
19;144
19;113
19;319
19;339
19;225
19;311
19;136
19;96
19;178
19;14
19;20
19;114
19;141
19;187
19;29
19;51
19;622
19;312
19;626
19;252
19;389
19;239
19;46
19;171
19;145
19;362
19;206
19;324
19;443
19;107
19;38
19;102
19;382
19;93
19;255
19;105
19;425
19;329
19;19
19;445
19;600
19;195
19;372
19;245
19;131
19;43
19;284
19;425
19;307
19;454
19;47
19;94
19;51
19;117
19;437
19;182
19;146
19;283
19;187
19;73
19;339
19;313
19;296
19;206
20;58
20;35
20;156
20;295
20;255
20;168
20;208
20;613
20;443
20;46
20;330
20;16
20;167
20;390
20;103
20;191
20;19
20;114
20;174
20;393
20;295
20;288
20;78
20;272
20;279
20;20
20;123
20;603
20;36
20;11
20;275
20;258
20;422
20;209
20;156
20;355
20;310
20;311
20;459
20;278
20;22
20;51
20;616
20;331
20;309
20;124
20;436
20;267
20;339
20;292
20;267
20;143
20;362
20;604
20;617
20;615
20;445
20;373
20;220
20;260
20;627
20;628
20;628
20;435
20;345
20;425
20;19
20;213
20;20
20;111
20;156
20;399
20;124
20;297
20;218
20;626
20;402
20;67
20;162
20;333
20;49
20;9
20;396
20;311
20;81
20;219
20;391
20;208
20;188
20;288
20;120
20;67
20;172
20;347
20;272
20;401
20;414
20;211
20;355
20;36
20;10
20;399
20;47
20;49
20;63
20;279
20;78
20;124
20;114
20;347
20;609
20;459
20;355
20;162
20;461
20;341
20;272
20;51
20;49
20;47
20;67
20;157
20;45
20;167
20;224
20;325
20;122
20;339
20;16
20;626
20;201
20;307
20;403
20;410
20;206
20;279
20;58
20;23
20;389
20;19
20;167
20;445
20;414
20;143
20;449
20;186
20;388
20;333
20;149
20;182
20;75
20;296
20;306
20;92
20;414
20;199
20;214
20;445
20;334
20;99
20;620
20;444
20;214
20;67
20;408
20;167
20;23
20;381
20;401
20;211
20;385
20;399
20;230
20;182
20;374
20;60
20;35
20;613
20;384
20;7
20;405
20;296
20;45
20;205
20;255
20;303
20;185
20;624
20;135
20;7
20;609
20;16
20;279
20;47
20;172
20;445
20;172
20;408
20;412
20;158
20;171
20;456
20;252
20;614
20;461
20;175
20;223
20;45
20;430
20;76
20;272
20;602
20;256
20;602
20;208
20;347
20;199
20;359
20;440
20;256
20;357
20;35
20;314
20;396
20;376
20;304
20;59
20;95
20;387
20;616
20;309
20;617
20;606
20;36
20;437
20;167
20;209
20;27
20;400
20;36
20;208
20;6
20;276
20;339
20;87
20;186
20;208
20;19
20;445
20;461
20;106
20;374
20;195
20;283
20;482
20;309
20;450
20;353
20;197
20;49
20;349
20;201
20;365
20;223
20;86
20;615
20;182
20;401
20;283
20;17
20;391
20;142
20;61
20;290
20;343
20;44
20;49
20;105
20;603
20;19
20;283
20;92
20;433
20;419
20;17
20;191
20;75
20;339
20;368
20;72
20;438
20;79
20;5
20;81
20;42
20;123
20;140
20;170
20;183
20;16
20;633
20;482
20;36
20;283
20;102
20;361
20;632
20;392
20;391
20;153
20;292
20;12
20;609
20;159
20;219
20;142
20;450
20;172
20;157
20;126
20;188
20;648
20;370
20;629
20;19
20;208
20;90
20;79
20;292
20;297
20;172
20;136
20;280
20;603
20;18
20;7
20;311
20;169
20;258
20;105
20;325
20;82
20;353
20;401
20;81
20;452
20;359
20;331
20;69
20;51
20;454
20;27
20;35
20;162
20;121
20;237
20;186
20;417
20;401
20;602
20;167
20;284
20;371
20;347
20;355
20;195
20;46
20;102
20;195
20;417
20;114
20;313
20;391
20;300
20;605
20;92
20;256
20;152
20;166
20;461
20;328
20;613
20;245
20;67
20;54
20;605
20;211
20;427
20;393
20;444
20;60
20;254
20;94
20;74
20;6
20;102
20;198
20;175
20;468
20;19
20;379
20;210
20;162
20;168
20;142
20;308
20;296
20;379
20;193
20;276
20;195
20;302
20;114
20;465
20;633
20;46
20;4
20;376
20;391
20;39
20;175
20;633
20;451
20;63
20;444
20;355
20;16
20;318
20;317
20;362
20;626
20;107
20;445
20;90
20;158
20;139
20;308
20;43
20;175
20;27
20;424
20;417
20;446
20;184
20;122
20;436
20;222
20;629
20;398
20;333
20;445
20;175
20;172
20;56
20;301
20;124
20;397
20;184
20;339
20;146
20;184
20;399
20;385
20;347
20;450
20;466
20;92
20;164
20;87
20;16
20;276
20;602
20;19
20;356
20;163
20;22
20;19
20;258
20;408
20;608
20;45
20;172
20;111
20;109
20;182
20;95
20;190
20;382
20;46
20;614
20;254
20;103
20;279
20;48
20;186
20;68
20;353
20;210
20;454
20;184
20;329
20;383
20;209
20;121
20;104
20;158
20;313
20;96
20;190
20;46
20;45
20;313
20;100
20;10
20;361
20;415
20;72
20;113
20;49
20;219
20;648
20;24
20;350
20;442
20;465
20;298
20;190
20;339
20;379
20;136
20;463
20;602
20;186
20;24
20;1
20;346
20;296
20;178
20;140
20;439
20;617
20;105
20;277
20;255
20;427
20;18
20;606
20;399
20;255
20;398
20;204
20;256
20;37
20;614
20;394
20;363
20;124
20;348
20;134
20;394
20;339
20;389
20;298
20;338
20;134
20;469
20;218
20;354
20;414
20;114
20;427
20;390
20;58
20;49
20;635
20;167
20;173
20;15
20;601
20;115
20;87
20;71
20;24
20;195
20;51
20;373
20;171
20;344
20;419
20;171
20;602
20;82
20;114
20;388
20;324
20;278
20;171
20;616
20;276
20;157
20;46
20;408
20;36
20;357
20;71
20;19
20;324
20;10
20;401
20;157
20;444
20;283
20;195
20;450
20;195
20;347
20;307
20;242
20;616
20;23
20;38
21;30
21;19
21;432
21;195
21;201
21;92
21;136
21;108
21;242
21;58
21;94
21;346
21;103
21;104
21;288
21;324
21;214
21;75
21;67
21;44
21;283
21;440
21;315
21;360
21;66
21;127
21;601
21;393
21;651
21;189
21;35
21;433
21;361
21;440
21;461
21;330
21;30
21;313
21;67
21;342
21;158
21;373
21;636
21;31
21;288
21;433
21;620
21;122
21;319
21;205
21;214
21;175
21;407
21;11
21;441
21;114
21;222
21;219
21;415
21;482
21;292
21;175
21;242
21;325
21;268
21;602
21;58
21;252
21;222
21;222
21;108
21;168
21;347
21;442
21;10
21;195
21;24
21;438
21;285
21;307
21;427
21;213
21;307
21;169
21;629
21;33
21;328
21;245
21;389
21;386
21;255
21;632
21;81
21;172
21;432
21;13
21;100
21;465
21;311
21;123
21;215
21;217
21;271
21;36
21;468
21;295
21;60
21;429
21;265
21;627
21;345
21;93
21;602
21;408
21;76
21;55
21;353
21;171
21;624
21;91
21;325
21;190
21;178
21;372
21;345
21;376
21;166
21;137
21;19
21;175
21;153
21;298
21;450
21;61
21;40
21;255
21;19
21;82
21;322
21;250
21;114
21;36
21;389
21;417
21;73
21;73
21;34
21;629
21;633
21;221
21;290
21;403
21;116
21;145
21;166
21;167
21;377
21;37
21;288
21;416
21;346
21;279
21;45
21;37
21;353
21;113
21;79
21;307
21;43
21;195
21;182
21;445
21;175
21;28
21;358
21;357
21;185
21;132
21;154
21;284
21;58
21;247
21;319
21;369
21;10
21;445
21;210
21;355
21;451
21;54
21;255
21;257
21;347
21;68
21;140
21;614
21;237
21;121
21;315
21;173
21;48
21;166
21;280
21;624
21;617
21;291
21;142
21;409
21;41
21;29
21;445
21;416
21;165
21;51
21;290
21;327
21;184
21;432
21;131
21;36
21;104
21;613
21;256
21;295
21;74
21;175
21;201
21;391
21;397
21;186
21;5
21;610
21;467
21;297
21;389
21;651
21;633
21;273
21;206
21;16
21;79
21;156
21;100
21;393
21;166
21;403
21;167
21;153
21;288
21;92
21;359
21;49
21;114
21;219
21;198
21;182
21;175
21;632
21;219
21;124
21;132
21;184
21;66
21;62
21;210
21;65
21;150
21;184
21;27
21;83
21;341
21;430
21;327
21;335
21;133
21;353
21;96
21;452
21;129
21;6
21;43
21;168
21;219
21;349
21;197
21;104
21;401
21;40
21;139
21;43
21;76
21;615
21;454
21;175
21;75
21;171
21;169
21;359
21;353
21;125
21;215
21;605
21;51
21;394
21;406
21;393
21;440
21;433
21;185
21;433
21;218
21;622
21;408
21;113
21;195
21;628
21;66
21;53
21;425
21;282
21;42
21;626
21;459
21;290
21;286
21;401
21;19
21;391
21;438
21;107
21;219
21;195
21;12
21;62
21;205
21;37
21;129
21;195
21;317
21;26
21;397
21;36
21;113
21;5
21;357
21;605
21;359
21;199
21;19
21;451
21;113
21;166
21;192
21;124
21;457
21;456
21;36
21;141
21;633
21;279
21;602
21;313
21;53
21;325
21;349
21;279
21;361
21;313
21;47
21;199
21;76
21;100
21;67
21;393
21;145
21;86
21;327
21;207
21;52
21;109
21;426
21;184
21;182
21;230
21;349
21;114
21;468
21;189
21;462
21;303
21;628
21;279
21;91
21;322
21;401
21;276
21;365
21;15
21;390
21;116
21;19
21;36
21;369
21;195
21;153
21;73
21;279
21;265
21;252
21;74
21;368
21;112
21;313
21;346
21;265
21;107
21;283
21;210
21;623
21;265
21;132
21;397
21;383
21;295
21;347
21;21
21;13
21;343
21;190
21;142
21;223
21;602
21;22
21;441
21;193
21;429
21;631
21;344
21;36
21;388
21;167
21;617
21;130
21;175
21;217
21;449
21;322
21;279
21;461
21;223
21;282
21;82
21;431
21;407
21;331
21;456
21;142
21;19
21;153
21;75
21;628
21;134
21;41
21;57
21;369
21;626
21;636
21;118
21;52
21;124
21;195
21;448
21;399
21;469
21;349
21;190
21;282
21;224
21;304
21;600
21;362
21;296
21;425
21;349
21;126
21;214
21;171
21;447
21;372
21;158
21;298
21;87
21;51
21;418
21;10
21;53
21;17
21;15
21;60
21;15
21;106
21;70
21;611
21;375
21;455
21;104
21;213
21;191
21;399
21;205
21;227
21;19
21;66
21;178
21;366
21;142
21;611
21;345
21;617
21;346
21;255
21;365
21;337
21;345
21;35
21;20
21;267
21;182
21;219
21;51
21;452
21;368
21;99
21;157
21;629
21;26
21;173
21;92
21;43
21;39
21;610
21;313
21;401
21;388
21;107
21;129
21;104
21;280
21;207
21;121
21;256
21;276
21;92
21;285
21;31
21;310
21;108
21;67
21;258
21;134
21;365
21;202
21;625
21;387
21;28
21;361
21;116
21;345
21;310
21;328
21;457
21;169
21;296
21;632
21;427
21;10
21;91
21;428
21;3
21;465
21;61
21;414
21;115
21;426
21;416
21;193
21;276
21;429
21;57
21;313
21;213
21;445
21;74
21;94
21;91
21;103
21;101
21;460
21;59
21;428
21;49
21;165
21;394
21;122
21;97
21;34
21;339
21;175
21;58
21;223
21;42
21;73
21;282
21;222
21;166
21;328
21;135
21;102
21;613
21;337
21;366
21;145
21;90
21;258
21;20
21;323
21;138
21;1
21;204
21;186
21;302
21;615
21;22
21;162
21;603
21;451
21;401
21;256
21;613
21;132
21;455
21;180
21;8
21;623
21;391
21;298
21;142
21;622
21;376
21;315
21;628
21;340
21;279
21;628
21;175
21;46
21;209
21;1
21;68
21;72
21;322
21;142
21;63
21;149
21;195
21;276
21;37
21;468
21;427
21;312
21;151
21;276
21;81
21;54
21;617
21;345
21;429
21;386
21;145
21;125
21;195
21;171
21;276
21;126
21;355
21;152
21;445
21;309
21;212
21;106
21;274
21;628
21;186
21;339
21;424
21;432
21;100
21;324
21;429
21;124
21;190
21;245
21;19
21;357
21;401
21;95
21;606
21;195
21;314
21;114
21;626
21;356
21;412
21;52
21;112
21;255
21;14
21;349
21;80
21;395
21;298
21;276
21;115
21;224
21;42
21;206
21;307
21;75
21;399
21;17
21;306
21;623
21;317
21;327
21;229
21;45
21;387
21;276
21;182
21;313
21;614
21;416
21;219
21;153
21;166
21;631
21;145
21;217
21;622
21;430
21;67
21;91
21;6
21;433
21;107
21;113
21;434
21;425
21;86
21;358
21;452
21;129
21;447
21;628
21;323
21;216
21;353
21;171
21;88
21;279
21;75
21;197
21;427
21;633
21;397
21;112
21;136
21;345
21;427
21;115
21;50
21;189
21;13
21;219
21;51
21;294
21;171
21;175
21;357
21;99
21;24
21;442
21;42
21;327
21;68
21;19
21;276
21;191
21;166
21;234
21;122
21;283
21;280
21;105
21;158
21;454
21;330
21;397
21;83
21;125
21;394
21;142
21;73
21;430
21;10
21;265
22;399
22;35
22;614
22;167
22;222
22;415
22;197
22;449
22;10
22;263
22;20
22;290
22;280
22;219
22;34
22;451
22;192
22;600
22;604
22;117
22;213
22;51
22;156
22;300
22;181
22;216
22;35
22;96
22;425
22;343
22;612
22;276
22;68
22;606
22;452
22;129
22;271
22;398
22;93
22;617
22;447
22;624
22;382
22;285
22;7
22;44
22;397
22;135
22;169
22;322
22;450
22;47
22;245
22;15
22;617
22;33
22;438
22;279
22;222
22;304
22;34
22;217
22;346
22;160
22;361
22;20
22;347
22;304
22;118
22;178
22;338
22;393
22;461
22;122
22;361
22;394
22;343
22;265
22;219
22;442
22;16
22;37
22;225
22;433
22;284
22;106
22;178
22;384
22;129
22;195
22;220
22;20
22;387
22;442
22;454
22;157
22;258
22;134
22;198
22;361
22;170
22;265
22;626
22;214
22;272
22;151
22;61
22;452
22;361
22;603
22;431
22;636
22;18
22;337
22;296
22;106
22;250
22;279
22;230
22;265
22;73
22;425
22;116
22;435
22;307
22;635
22;131
22;26
22;55
22;42
22;51
22;300
22;611
22;61
22;226
22;389
22;63
22;51
22;276
22;355
22;190
22;363
22;50
22;602
22;425
22;369
22;234
22;139
22;222
22;138
22;214
22;330
22;3
22;43
22;51
22;37
22;126
22;222
22;218
22;327
22;185
22;76
22;95
22;104
22;404
22;337
22;302
22;311
22;455
