Day; Zone
22;620
22;101
22;234
22;123
23;376
23;467
23;238
23;152
23;620
23;608
23;37
23;51
23;422
23;384
23;196
23;130
23;335
23;55
23;613
23;369
23;608
23;196
23;631
23;608
23;51
23;261
23;179
23;198
23;100
23;51
23;142
23;96
23;452
23;445
23;376
23;328
23;335
23;261
23;362
23;173
23;96
23;22
23;197
23;384
23;226
23;261
23;106
23;297
23;86
23;130
23;21
23;262
23;51
24;87
24;220
24;153
24;608
24;131
24;261
24;168
24;427
24;51
24;21
24;110
24;608
24;152
24;246
24;21
24;384
24;335
24;603
24;425
24;201
24;335
24;383
24;25
24;390
24;51
24;455
25;261
25;262
25;190
25;404
25;50
25;262
25;54
25;427
25;425
25;220
25;51
25;384
25;335
25;142
25;298
25;29
25;152
25;113
25;21
25;152
25;108
25;152
25;21
25;21
25;173
25;134
25;383
25;175
25;220
25;335
25;179
25;341
25;108
25;298
25;154
25;201
25;402
25;427
25;103
25;152
25;21
25;152
25;173
26;402
26;452
26;246
26;298
26;152
26;152
26;201
26;94
26;173
26;220
26;261
26;130
26;76
26;181
26;367
26;253
26;383
26;103
26;152
26;134
26;620
26;50
26;624
26;353
26;34
26;261
26;402
26;21
27;383
27;447
27;261
27;76
27;624
27;425
27;21
27;152
27;217
27;262
27;624
27;32
27;152
27;306
27;152
27;438
27;149
27;142
27;106
27;152
27;261
27;123
27;51
27;142
27;297
28;234
28;55
28;198
28;55
28;422
28;234
28;21
28;87
28;152
28;106
28;55
28;197
28;335
28;55
28;198
28;149
28;131
28;323
28;362
28;110
28;55
28;130
28;87
28;149
28;402
28;338
28;220
29;5
29;106
29;261
29;297
29;402
29;220
29;110
29;196
29;390
29;198
29;234
29;106
29;153
29;261
29;25
29;25
29;25
29;51
29;261
29;149
29;168
29;168
29;196
29;29
29;50
29;154
30;103
30;87
30;110
30;603
30;131
30;175
30;110
30;390
30;100
30;274
30;134
30;131
30;25
30;603
30;261
30;181
30;100
30;168
30;29
30;393
30;153
30;367
30;345
31;34
31;345
31;175
31;55
31;29
31;86
31;186
31;620
31;146
31;447
31;328
31;261
31;297
31;94
31;261
31;196
31;447
31;295
31;198
31;154
31;21
31;620
31;369
32;94
32;217
32;34
32;50
32;383
32;22
32;447
32;411
32;261
32;369
33;194
33;404
33;103
33;51
33;261
33;261
33;261
33;323
33;335
33;123
33;338
33;261
33;261
33;338
33;447
33;50
33;620
34;261
34;168
34;338
34;153
34;261
34;261
34;261
34;261
34;5
34;367
34;345
34;123
34;146
34;261
35;217
35;274
35;447
35;168
35;100
35;393
35;323
36;367
36;274
36;153
36;55
36;55
36;55
36;146
36;168
36;285
36;295
36;146
36;51
36;50
36;55
36;94
36;50
36;217
36;168
36;295
36;345
36;186
36;100
36;146
36;239
36;274
36;320
36;295
36;146
37;295
37;345
37;292
37;345
37;345
37;50
37;103
37;335
37;261
37;261
38;411
38;196
38;22
38;411
38;55
38;261
38;335
38;367
38;111
38;21
39;261
39;50
39;94
39;261
39;261
39;32
39;194
39;261
39;369
39;21
39;447
39;5
39;253
39;328
40;261
40;94
40;22
40;261
40;57
41;285
41;239
41;292
41;100
41;292
41;335
41;411
42;100
42;447
42;100
42;411
42;320
43;253
43;411
43;438
43;111
44;111
44;253
44;111
44;285
44;444
44;261
45;369
45;186
45;253
45;57
45;111
45;22
45;320
45;261
45;335
46;335
46;261
46;57
46;328
46;57
46;111
46;194
47;94
47;335
47;111
47;261
47;196
48;100
48;335
49;438
50;253
50;438
51;261
51;194
51;194
52;261
52;261
53;194
53;111
53;79
54;196
54;253
57;194
57;79
58;166
58;22
58;79
59;196
59;261
59;79
