Day; Zone
58;407
58;89
58;216
58;16
58;337
58;60
58;16
58;427
58;89
58;335
58;332
58;353
58;386
58;65
58;89
58;75
58;89
58;335
58;337
58;89
58;89
58;604
58;635
58;20
58;89
58;89
58;394
58;332
59;335
59;178
59;65
59;22
59;635
59;89
59;65
59;332
59;335
59;65
59;89
59;227
59;635
59;620
59;90
59;114
59;178
59;89
59;89
59;75
59;335
59;178
59;188
59;394
